Capacitance,Inductance,Resonance Frequency
1.05E-15,5.90384E-09,63923132608
1.16E-15,5.41607E-09,63496359561
1.28E-15,5.03426E-09,62697106914
9.34E-16,5.3218E-09,71386718488
1.18E-15,5.49701E-09,62490779084
1.58E-15,5.04827E-09,56353426480
6.65E-16,4.96746E-09,87567318707
4.40E-16,6.84238E-09,91725515438
1.16E-15,5.58967E-09,62502593736
1.13E-15,5.15358E-09,65951759794
8.21E-16,5.48315E-09,75012499835
1.14E-15,5.66036E-09,62653550164
1.13E-15,5.87364E-09,61777055502
9.49E-16,5.84321E-09,67586717973
1.39E-15,6.05971E-09,54838652258
1.77E-16,4.97156E-09,1.69663E+11
1.43E-15,6.06044E-09,54063002517
1.54E-15,5.2199E-09,56134360904
5.24E-16,5.8103E-09,91212682313
1.19E-15,5.93989E-09,59862857530
7.93E-16,5.01095E-09,79840510574
1.13E-15,5.40545E-09,64396911648
1.21E-15,5.17689E-09,63590591627
1.11E-15,5.12347E-09,66738546065
3.80E-16,5.42834E-09,1.10814E+11
3.46E-16,5.84386E-09,1.11926E+11
8.88E-16,6.2789E-09,67401842122
7.87E-16,5.85501E-09,74142807026
9.77E-16,5.3396E-09,69681672048
1.12E-15,5.92112E-09,61802973622
1.31E-15,6.91151E-09,52892984865
8.85E-16,5.03747E-09,75377582633
8.81E-16,5.97862E-09,69347614417
8.02E-16,6.7935E-09,68184590428
8.62E-16,5.3663E-09,73999556892
1.26E-15,5.07276E-09,62952446879
1.18E-15,5.291E-09,63695703929
1.02E-15,6.08817E-09,63867031481
7.63E-16,5.69209E-09,76369868085
9.27E-16,5.5637E-09,70080717819
7.04E-16,5.00771E-09,84764514004
4.71E-16,5.58108E-09,98163644087
1.10E-15,5.26998E-09,66102735843
1.19E-15,6.4242E-09,57562154673
8.74E-16,6.02229E-09,69371891496
1.51E-15,5.23541E-09,56605198066
6.79E-16,6.12349E-09,78052311876
5.99E-16,5.01864E-09,91793918784
5.13E-16,5.8665E-09,91742786772
5.62E-16,6.21778E-09,85140121364
1.34E-15,5.33289E-09,59536940421
1.51E-15,6.85846E-09,49455909965
1.13E-15,5.1511E-09,65967666048
1.20E-15,6.35529E-09,57631749268
1.30E-15,5.62312E-09,58865348584
1.18E-15,5.1758E-09,64400657186
7.46E-16,7.18724E-09,68733704292
1.07E-15,5.21391E-09,67382392661
1.13E-15,5.43662E-09,64212050407
7.54E-16,6.6318E-09,71173589179
8.82E-16,5.65348E-09,71273491672
7.74E-16,6.38433E-09,71596548176
1.02E-15,6.67916E-09,60976049130
8.94E-16,6.57645E-09,65638043674
1.32E-15,6.09051E-09,56131459607
8.41E-16,5.79947E-09,72065575889
9.16E-16,5.34403E-09,71934621772
7.33E-16,5.41641E-09,79875287344
6.49E-16,5.543E-09,83912236659
7.33E-16,5.68447E-09,77969221231
8.86E-16,5.81528E-09,70116123896
8.14E-16,5.2914E-09,76687122582
1.07E-15,6.09416E-09,62326283590
9.11E-16,6.29749E-09,66447274925
7.83E-16,5.68008E-09,75467830593
1.37E-15,5.37673E-09,58640887570
1.18E-15,5.68076E-09,61471784985
1.04E-15,6.44569E-09,61470789132
9.32E-16,6.37664E-09,65285411453
1.02E-15,5.47095E-09,67373427735
1.05E-15,6.12976E-09,62734104250
1.18E-15,6.15457E-09,59058231794
1.15E-15,5.0703E-09,65910497909
9.45E-16,7.24948E-09,60806594401
5.28E-16,5.03325E-09,97628992166
6.65E-16,5.15884E-09,85927706355
1.36E-15,6.68725E-09,52774847285
8.82E-16,5.17785E-09,74475073344
1.28E-15,5.87606E-09,58032585841
1.23E-15,5.55935E-09,60863285580
1.14E-15,5.16456E-09,65592021894
1.07E-15,5.79172E-09,63932931240
7.33E-16,5.46073E-09,79550461806
1.57E-15,5.03628E-09,56599881716
7.62E-16,6.26645E-09,72833599523
6.52E-16,5.50679E-09,83993760623
1.00E-15,6.55292E-09,62173123364
1.34E-15,5.09245E-09,60926261822
1.20E-15,7.27636E-09,53860761395
5.28E-16,6.38828E-09,86658475864
1.27E-15,5.81349E-09,58573338781
1.33E-15,5.73099E-09,57647353876
1.50E-15,5.68848E-09,54484907802
9.00E-16,5.17252E-09,73764578078
8.60E-16,7.22622E-09,63843320480
1.10E-15,5.74824E-09,63293094896
8.67E-16,5.03876E-09,76146315356
9.12E-16,6.60192E-09,64861565422
1.10E-15,5.03885E-09,67601757069
8.79E-16,6.61588E-09,65998165154
5.54E-16,6.26834E-09,85406137703
9.56E-16,5.41449E-09,69953958763
7.90E-16,5.9308E-09,73527496190
5.03E-16,5.5636E-09,95138940310
9.04E-16,5.85251E-09,69193441062
1.02E-15,5.994E-09,64366779309
1.21E-15,6.41467E-09,57126846625
1.05E-15,5.32527E-09,67306138347
9.56E-16,6.17042E-09,65529030576
1.18E-15,6.81677E-09,56116395456
4.49E-16,5.73348E-09,99194517539
9.21E-16,7.36189E-09,61121740406
7.76E-16,5.44839E-09,77402501384
9.49E-16,5.37409E-09,70474892211
1.09E-15,5.46024E-09,65238034363
9.92E-16,6.21715E-09,64086799955
1.23E-15,5.21681E-09,62829719277
8.34E-16,5.65595E-09,73279803269
6.75E-16,5.47957E-09,82755168276
1.39E-15,5.60758E-09,57006580018
7.74E-16,6.50661E-09,70920556541
7.78E-16,6.49484E-09,70802084031
8.01E-16,7.09643E-09,66755015621
1.10E-15,6.65836E-09,58808490188
6.39E-16,6.91677E-09,75703861418
9.74E-16,5.89895E-09,66397721314
1.09E-15,6.17811E-09,61330860554
8.11E-16,5.4516E-09,75691581086
1.16E-15,6.46572E-09,58114243306
1.02E-15,5.46598E-09,67404071295
7.04E-16,6.33614E-09,75356628216
6.99E-16,6.83247E-09,72827064798
1.01E-15,5.88096E-09,65303312004
6.71E-16,5.90164E-09,79978363728
8.58E-16,5.63355E-09,72391143562
1.10E-15,5.91935E-09,62371596889
5.79E-16,7.40055E-09,76886265136
1.17E-15,5.11164E-09,65079937291
9.97E-16,5.42141E-09,68456793551
9.54E-16,5.35896E-09,70389124733
9.72E-16,7.39385E-09,59367883264
1.12E-15,5.6246E-09,63411100691
1.38E-15,5.10143E-09,59983913993
1.21E-15,5.22076E-09,63322854783
6.56E-16,5.53023E-09,83559628790
1.13E-15,6.51954E-09,58637097075
6.20E-16,6.18758E-09,81257576881
9.98E-16,5.69658E-09,66749452474
1.06E-15,5.34055E-09,66891989762
9.82E-16,6.82256E-09,61488033512
9.27E-16,6.04728E-09,67220281128
9.20E-16,5.08675E-09,73570881527
1.18E-15,5.47767E-09,62600962053
9.36E-16,6.1678E-09,66239483266
1.15E-15,6.51401E-09,58149646859
8.31E-16,5.69485E-09,73160807177
7.64E-16,5.4453E-09,78030197882
1.07E-15,5.66767E-09,64628791615
7.78E-16,5.29925E-09,78383241621
1.20E-15,6.56795E-09,56691062940
1.02E-15,5.21075E-09,69035095533
1.08E-15,5.70458E-09,64120447607
1.24E-15,5.15428E-09,62954291937
7.50E-16,5.7543E-09,76611363797
1.32E-15,5.44075E-09,59388692965
6.11E-16,7.13648E-09,76217971405
8.63E-16,5.44242E-09,73437609070
5.99E-16,6.17062E-09,82783217207
9.33E-16,5.83031E-09,68239112017
9.96E-16,5.62884E-09,67217279890
1.03E-15,5.40807E-09,67434213584
1.20E-15,6.38019E-09,57519166897
9.25E-16,5.39695E-09,71232012727
6.80E-16,5.384E-09,83178926214
1.31E-15,5.77543E-09,57861836150
8.92E-16,5.43071E-09,72311816635
1.26E-15,5.28007E-09,61704231164
1.17E-15,5.17494E-09,64680663230
1.13E-15,5.52357E-09,63704630585
9.92E-16,5.66236E-09,67153050856
6.55E-16,6.3936E-09,77772606608
1.32E-15,5.9287E-09,56892272664
9.91E-16,7.26298E-09,59323397341
1.05E-15,5.66616E-09,65250088360
1.42E-15,6.86451E-09,50976652229
1.03E-15,6.55147E-09,61267777321
1.53E-15,6.14095E-09,51922618236
9.91E-16,5.23099E-09,69902316245
6.20E-16,5.31288E-09,87691898004
1.14E-15,5.16322E-09,65600557275
8.81E-16,6.64621E-09,65772634735
8.56E-16,5.52831E-09,73162235589
8.59E-16,5.26072E-09,74868846711
1.17E-15,5.77554E-09,61225301908
1.78E-15,6.77112E-09,45843738486
1.04E-15,6.53707E-09,61039615910
1.12E-15,6.72978E-09,57971004982
6.24E-16,7.31358E-09,74501101990
1.04E-15,5.19389E-09,68478962372
1.33E-15,6.28658E-09,55041104791
1.06E-15,5.95182E-09,63363970476
9.15E-16,6.71807E-09,64192944476
1.42E-15,5.49037E-09,57000051806
6.66E-16,5.55597E-09,82737635811
6.93E-16,5.9379E-09,78457968397
5.38E-16,6.59508E-09,84492680662
8.29E-16,5.22957E-09,76438106454
9.51E-16,5.88746E-09,67261402596
1.19E-15,5.64251E-09,61420121366
7.46E-16,5.66248E-09,77436778892
1.70E-15,5.4054E-09,52502700008
1.33E-15,5.16241E-09,60739050073
1.26E-15,7.10278E-09,53201126078
4.75E-16,6.7379E-09,88963319937
8.00E-16,5.61448E-09,75096605897
1.14E-15,5.76773E-09,62067654371
7.50E-16,6.45922E-09,72310170093
9.40E-16,5.90488E-09,67553919740
9.56E-16,6.07325E-09,66051171120
7.73E-16,5.14215E-09,79828488524
9.76E-16,5.55178E-09,68372119312
5.59E-16,6.42402E-09,83986735153
1.07E-15,5.79543E-09,63912467329
9.36E-16,5.98254E-09,67257311998
7.08E-16,5.26064E-09,82467760134
1.11E-15,6.11555E-09,61085904069
1.05E-15,5.96687E-09,63584661876
1.39E-15,5.29124E-09,58685953324
5.87E-16,6.1636E-09,83672725288
8.43E-16,5.67279E-09,72779350755
8.13E-16,5.83654E-09,73062925493
7.01E-16,6.95906E-09,72058618235
7.24E-16,5.31605E-09,81125286044
6.91E-16,5.26013E-09,83480088497
1.09E-15,6.14146E-09,61513567759
1.21E-15,6.71914E-09,55817530857
8.31E-16,6.58034E-09,68060560357
7.84E-16,5.4569E-09,76946568780
7.12E-16,6.41981E-09,74442177936
7.65E-16,6.4414E-09,71696719887
1.50E-15,6.38409E-09,51431019553
3.53E-16,5.28411E-09,1.16532E+11
1.14E-15,5.22281E-09,65225200125
7.63E-16,5.47481E-09,77870566684
1.21E-15,5.76879E-09,60240028972
9.44E-16,6.14834E-09,66062547761
7.82E-16,5.29358E-09,78224325889
8.53E-16,6.48466E-09,67670918178
9.00E-16,6.7233E-09,64700515293
6.69E-16,6.85775E-09,74304715910
9.86E-16,5.71658E-09,67036833505
6.42E-16,7.0165E-09,74988094607
1.15E-15,5.19356E-09,65123636246
7.92E-16,5.87341E-09,73792507712
5.83E-16,5.459E-09,89213200305
9.69E-16,5.70253E-09,67705556716
7.93E-16,5.39347E-09,76957228199
8.26E-16,5.74478E-09,73062314428
9.38E-16,6.9642E-09,62270585887
9.96E-16,5.75373E-09,66483807171
8.07E-16,5.261E-09,77241252096
1.37E-15,7.00632E-09,51370641513
8.02E-16,5.6386E-09,74842307364
9.54E-16,6.30434E-09,64897225859
7.16E-16,5.96903E-09,76985988911
7.28E-16,5.77277E-09,77635827418
6.40E-16,5.80321E-09,82583987242
7.24E-16,6.456E-09,73615467135
4.91E-16,5.40054E-09,97737435905
6.78E-16,5.60788E-09,81621747612
1.00E-15,5.97523E-09,65109243837
1.08E-15,6.07214E-09,62149480989
9.56E-16,5.33704E-09,70459758244
8.21E-16,6.53542E-09,68708699602
1.27E-15,7.26857E-09,52383402516
1.38E-15,7.09319E-09,50869760536
1.17E-15,5.74624E-09,61381171813
9.08E-16,7.19667E-09,62260340859
1.03E-15,7.00292E-09,59260044870
1.11E-15,6.03603E-09,61486962285
7.90E-16,6.60454E-09,69676342067
1.09E-15,6.18718E-09,61285910144
1.31E-15,7.42587E-09,51028256353
8.08E-16,7.03259E-09,66766218923
4.20E-16,6.72981E-09,94666036525
1.04E-15,5.88195E-09,64349131857
5.91E-16,6.05465E-09,84136015028
1.27E-15,6.47605E-09,55496178855
9.08E-16,5.94768E-09,68486250893
1.33E-15,7.4556E-09,50542065416
1.18E-15,6.11799E-09,59234493867
7.42E-16,6.88936E-09,70392859436
6.34E-16,5.55527E-09,84805299390
1.05E-15,5.40927E-09,66781509826
7.63E-16,5.35908E-09,78706867034
5.24E-16,6.48659E-09,86326916683
6.76E-16,5.3117E-09,83990471111
1.01E-15,5.89768E-09,65210697068
6.59E-16,5.79248E-09,81460116846
1.06E-15,6.26378E-09,61765925880
1.23E-15,5.82698E-09,59449181947
1.30E-15,6.65629E-09,54104368429
9.89E-16,6.98896E-09,60536280486
1.32E-15,5.80579E-09,57491367185
5.43E-16,5.29384E-09,93871747771
1.36E-15,5.37026E-09,58891569560
1.28E-15,6.31989E-09,55957753770
1.01E-15,7.23063E-09,58894053664
9.24E-16,5.42004E-09,71118528775
8.06E-16,5.75338E-09,73907911044
1.19E-15,6.59434E-09,56814716388
1.28E-15,6.08035E-09,57049347543
7.33E-16,5.29631E-09,80775853449
5.45E-16,5.95642E-09,88334271059
1.21E-15,5.63141E-09,60970378770
1.52E-15,5.65127E-09,54303165784
8.87E-16,7.1375E-09,63253613894
1.12E-15,6.47696E-09,59091553104
7.73E-16,5.93105E-09,74330056439
7.58E-16,6.73128E-09,70459031606
6.80E-16,6.91784E-09,73380469289
9.66E-16,5.57163E-09,68602554224
1.49E-15,5.97414E-09,53344462469
7.02E-16,5.35013E-09,82123895985
1.20E-15,5.9795E-09,59415133716
1.31E-15,6.83334E-09,53194632620
9.72E-16,5.63022E-09,68033718522
1.75E-15,5.25788E-09,52468175232
1.11E-15,5.78697E-09,62796156986
1.42E-15,5.37867E-09,57588843330
5.89E-16,5.94954E-09,85019935294
9.63E-16,5.24216E-09,70835616924
1.38E-15,5.27079E-09,59012307030
9.35E-16,6.73592E-09,63418506059
9.96E-16,5.4377E-09,68388450331
8.89E-16,5.74467E-09,70426613786
1.48E-15,5.62193E-09,55175524894
1.07E-15,5.58909E-09,65081497068
1.12E-15,6.07427E-09,61018882360
1.12E-15,5.53312E-09,63933118671
1.39E-15,7.27686E-09,50042681461
1.68E-15,6.30873E-09,48887112668
3.16E-16,5.27207E-09,1.23307E+11
9.74E-16,6.6365E-09,62599514023
7.05E-16,5.823E-09,78551115550
1.02E-15,5.30918E-09,68392176052
1.18E-15,6.19402E-09,58869822731
1.12E-15,5.36295E-09,64939527834
1.09E-15,5.32545E-09,66058515154
1.48E-15,7.14492E-09,48942994660
9.88E-16,5.87475E-09,66061251547
1.04E-15,6.19204E-09,62717196194
9.50E-16,5.68178E-09,68504043682
8.53E-16,6.6167E-09,66992303505
9.52E-16,5.26753E-09,71071969027
8.30E-16,5.65811E-09,73442157141
6.42E-16,6.37087E-09,78696087585
1.68E-15,6.57192E-09,47898223760
1.16E-15,5.40366E-09,63569232869
1.63E-15,6.68529E-09,48213244996
6.38E-16,6.7175E-09,76878702320
1.22E-15,6.22533E-09,57750936033
1.20E-15,6.21829E-09,58263136107
1.47E-15,5.57526E-09,55594131434
1.07E-15,5.9558E-09,63046095814
1.39E-15,7.01008E-09,50986028375
1.07E-15,5.65802E-09,64683866861
1.18E-15,5.48077E-09,62583281400
8.77E-16,5.72826E-09,71008279805
1.45E-15,5.46886E-09,56518128761
8.67E-16,7.08985E-09,64193652570
8.73E-16,5.63793E-09,71738613311
1.53E-15,5.59438E-09,54399923046
7.03E-16,6.30125E-09,75618682878
1.27E-15,6.49806E-09,55402138590
1.13E-15,5.5633E-09,63476754250
7.95E-16,5.87805E-09,73624063315
7.65E-16,5.70184E-09,76204757721
1.19E-15,5.8859E-09,60136771550
1.12E-15,5.6271E-09,63397003001
1.49E-15,5.61287E-09,55034447802
5.77E-16,6.36753E-09,83032226838
1.42E-15,6.6257E-09,51887175608
1.04E-15,7.17325E-09,58270057450
5.32E-16,6.77655E-09,83822388884
7.64E-16,6.27939E-09,72663218104
1.09E-15,6.27729E-09,60844446909
7.74E-16,6.76233E-09,69566732760
8.76E-16,5.84825E-09,70316173525
7.00E-16,7.64405E-09,68803303749
8.53E-16,5.29219E-09,74907938432
9.02E-16,6.40571E-09,66211469849
8.00E-16,5.7346E-09,74305952930
1.49E-15,5.82255E-09,54034394902
7.68E-16,5.31389E-09,78783139886
8.49E-16,5.52354E-09,73494928425
6.12E-16,6.22502E-09,81540599724
1.04E-15,5.73488E-09,65169012084
1.55E-15,6.19759E-09,51350297955
1.38E-15,5.30049E-09,58846746211
8.06E-16,6.70462E-09,68464531560
6.87E-16,6.49493E-09,75345032611
8.53E-16,5.53997E-09,73213651623
4.49E-16,7.49478E-09,86759594547
8.06E-16,6.29205E-09,70673471170
9.34E-16,5.53041E-09,70027375331
7.04E-16,5.62189E-09,80000484959
1.15E-15,5.65006E-09,62437395490
6.39E-16,5.65395E-09,83732435062
7.25E-16,6.9393E-09,70956690589
8.24E-16,5.54932E-09,74428054292
1.45E-15,5.86221E-09,54589044654
7.45E-16,6.89165E-09,70239359914
9.70E-16,5.55629E-09,68555402709
5.08E-16,5.98706E-09,91260209289
1.30E-15,5.7698E-09,58112288609
1.42E-15,5.98273E-09,54604248232
8.09E-16,5.90506E-09,72817130409
9.07E-16,5.64913E-09,70311377827
8.76E-16,6.44311E-09,66991605062
1.45E-15,6.61817E-09,51376815496
1.24E-15,5.60338E-09,60378755502
1.08E-15,5.96978E-09,62680035192
1.02E-15,5.42993E-09,67627409661
1.25E-15,5.99665E-09,58131375147
1.30E-15,6.19078E-09,56101671647
7.85E-16,7.12375E-09,67302450071
7.87E-16,5.3844E-09,77315031342
1.07E-15,5.40428E-09,66184967510
9.47E-16,5.80074E-09,67905289644
7.47E-16,5.84298E-09,76180276053
1.08E-15,5.40438E-09,65877221881
6.28E-16,5.4139E-09,86314814006
7.09E-16,5.87047E-09,78011851719
9.78E-16,5.95122E-09,65970163588
1.04E-15,6.29307E-09,62211713488
8.20E-16,5.73952E-09,73362689471
1.10E-15,5.65453E-09,63815380803
1.26E-15,5.39044E-09,61069273844
1.22E-15,5.36474E-09,62210825093
7.76E-16,6.27604E-09,72118462926
1.26E-15,5.51262E-09,60388703710
9.87E-16,6.0964E-09,64882109315
8.66E-16,6.93494E-09,64944107737
8.05E-16,5.93653E-09,72804116828
1.15E-15,5.39874E-09,63874112256
1.09E-15,6.03702E-09,62043417358
1.39E-15,5.58638E-09,57114650965
7.51E-16,5.76167E-09,76511400820
8.65E-16,5.42034E-09,73501962230
1.37E-15,5.90695E-09,55947189894
1.44E-15,6.14612E-09,53498120840
1.15E-15,6.50176E-09,58204408470
7.04E-16,6.22204E-09,76044424210
8.33E-16,5.53819E-09,74099256946
7.08E-16,6.36958E-09,74945963909
7.86E-16,5.3725E-09,77449858268
1.38E-15,6.30379E-09,53960983007
7.57E-16,7.12423E-09,68533542079
1.20E-15,5.93793E-09,59622727580
8.57E-16,5.84513E-09,71110340934
9.48E-16,7.64782E-09,59108103461
6.53E-16,5.35245E-09,85130931307
8.61E-16,6.67302E-09,66398349012
7.70E-16,5.67797E-09,76116425968
1.05E-15,5.39871E-09,66846776254
7.53E-16,5.37138E-09,79137039847
1.04E-15,6.08668E-09,63257683567
7.52E-16,5.92973E-09,75369184637
9.54E-16,7.00867E-09,61550014319
1.30E-15,5.98579E-09,57054202416
1.12E-15,6.35647E-09,59649002059
9.29E-16,6.58954E-09,64325745142
9.98E-16,7.7075E-09,57384945693
6.54E-16,5.48093E-09,84062824937
8.51E-16,6.30812E-09,68691885196
8.07E-16,5.82752E-09,73390750838
1.14E-15,6.06234E-09,60540701459
1.11E-15,5.97956E-09,61776613342
1.24E-15,6.15826E-09,57594425342
9.12E-16,6.23835E-09,66724877439
7.10E-16,6.15742E-09,76118743741
9.20E-16,5.74083E-09,69253068679
9.99E-16,5.49361E-09,67937348189
1.06E-15,6.18307E-09,62167767543
9.75E-16,6.50262E-09,63208218610
5.74E-16,5.58046E-09,88926066331
1.08E-15,5.37186E-09,66076357884
9.15E-16,5.87468E-09,68646357855
5.16E-16,7.39614E-09,81469084800
1.08E-15,5.54878E-09,65014382651
1.01E-15,5.48514E-09,67618481932
7.09E-16,5.78198E-09,78606522379
8.34E-16,6.52382E-09,68231669789
1.47E-15,6.21499E-09,52655183380
8.22E-16,5.60519E-09,74146244094
5.35E-16,5.74067E-09,90815901845
8.26E-16,6.38916E-09,69280032440
1.06E-15,6.46439E-09,60799964708
8.86E-16,5.77825E-09,70340434348
7.01E-16,5.457E-09,81373698283
8.46E-16,6.82023E-09,66257544163
9.46E-16,5.91375E-09,67288822085
1.44E-15,5.73598E-09,55377719150
5.33E-16,5.70693E-09,91254691800
7.25E-16,5.47527E-09,79881892058
1.11E-15,6.00289E-09,61656463138
6.93E-16,6.47114E-09,75155926439
6.96E-16,6.405E-09,75379970926
1.02E-15,5.54582E-09,66917090612
8.04E-16,7.6046E-09,64365630620
6.62E-16,6.14587E-09,78904058712
6.37E-16,5.55446E-09,84611528949
1.75E-15,6.70961E-09,46446460782
1.09E-15,7.75606E-09,54737656750
7.52E-16,6.23134E-09,73522512063
1.21E-15,7.01766E-09,54617448590
1.08E-15,5.96652E-09,62697125729
9.06E-16,5.39935E-09,71959050031
8.23E-16,5.72228E-09,73339099930
7.97E-16,5.82523E-09,73864280848
1.03E-15,5.8344E-09,64923711926
6.68E-16,6.3692E-09,77159494663
6.04E-16,6.3164E-09,81482952343
1.30E-15,5.7542E-09,58191042187
1.29E-15,5.54524E-09,59506595638
9.05E-16,6.0044E-09,68274904865
9.89E-16,5.52313E-09,68097231810
8.87E-16,5.63694E-09,71176524705
1.15E-15,7.28298E-09,54994162115
1.20E-15,6.34265E-09,57689161132
1.38E-15,5.99959E-09,55312064050
1.58E-15,7.03904E-09,47723790250
8.27E-16,5.62999E-09,73758721261
1.24E-15,5.76426E-09,59530209607
1.06E-15,7.66278E-09,55843688990
9.32E-16,5.95001E-09,67585453463
9.25E-16,7.50653E-09,60398995742
7.78E-16,6.11379E-09,72975171861
9.83E-16,5.41596E-09,68977209260
5.28E-16,5.56202E-09,92872483273
7.23E-16,7.65045E-09,67671779776
8.20E-16,5.4353E-09,75387880889
9.72E-16,5.66436E-09,67828421751
1.22E-15,6.12285E-09,58232206701
1.03E-15,6.76599E-09,60288697680
9.90E-16,5.67985E-09,67117269932
9.29E-16,6.99875E-09,62416885314
1.18E-15,6.1489E-09,59085408679
5.79E-16,6.77702E-09,80345506359
1.71E-15,5.49436E-09,51923461636
1.14E-15,7.31775E-09,55103463147
8.78E-16,6.54659E-09,66384296594
8.16E-16,6.61197E-09,68518781351
9.84E-16,5.45393E-09,68701741885
9.76E-16,5.48231E-09,68803947604
1.26E-15,5.68861E-09,59447247812
1.57E-15,6.16588E-09,51153215469
1.77E-15,6.05123E-09,48630840968
1.07E-15,5.86328E-09,63541557138
1.25E-15,5.86115E-09,58799495915
9.82E-16,5.60761E-09,67822785808
9.38E-16,5.44727E-09,70409198882
1.18E-15,6.60047E-09,57028456367
8.55E-16,5.49463E-09,73429028182
1.83E-15,6.22645E-09,47149214605
8.19E-16,5.60513E-09,74282318684
5.84E-16,5.91831E-09,85608131722
5.91E-16,5.53106E-09,88028298819
7.67E-16,7.00144E-09,68679743687
1.02E-15,6.14035E-09,63595069624
1.28E-15,7.27238E-09,52164703827
9.81E-16,5.52313E-09,68374300607
1.05E-15,6.06014E-09,63093427625
9.02E-16,5.5037E-09,71431430569
1.12E-15,5.57944E-09,63667231320
9.32E-16,6.06369E-09,66948941550
1.02E-15,6.93803E-09,59827655955
1.12E-15,5.47189E-09,64289826852
7.08E-16,5.91763E-09,77755245940
8.37E-16,5.47964E-09,74315855155
9.19E-16,5.7064E-09,69499457366
1.27E-15,6.73371E-09,54424095308
9.46E-16,5.49862E-09,69782665053
7.72E-16,6.07987E-09,73462276250
1.13E-15,5.96318E-09,61311480570
9.10E-16,7.4233E-09,61235151851
5.50E-16,7.18682E-09,80051695249
9.64E-16,7.14093E-09,60660257726
1.16E-15,6.50261E-09,57949167003
1.11E-15,6.49632E-09,59268651154
1.13E-15,6.56665E-09,58426395443
6.44E-16,5.52655E-09,84362655650
6.05E-16,6.34504E-09,81231619996
1.31E-15,6.92071E-09,52857799276
8.38E-16,5.72636E-09,72653891977
1.05E-15,5.95936E-09,63624672574
7.76E-16,6.53238E-09,70689301424
5.27E-16,5.65354E-09,92205003556
1.07E-15,5.80877E-09,63839003147
1.10E-15,7.92556E-09,53902491037
1.28E-15,5.60668E-09,59410352392
1.09E-15,6.16798E-09,61381179469
1.60E-15,6.80441E-09,48235273582
7.31E-16,7.63806E-09,67354995402
6.58E-16,7.65762E-09,70902285348
1.06E-15,5.99483E-09,63136250618
7.78E-16,6.92869E-09,68549558775
1.06E-15,7.08554E-09,58073870652
9.55E-16,6.81827E-09,62370788844
8.44E-16,7.52142E-09,63168256743
8.26E-16,5.84434E-09,72437305957
8.43E-16,7.89342E-09,61698373562
1.17E-15,6.05558E-09,59792878585
6.91E-16,5.71121E-09,80115618954
9.41E-16,6.09165E-09,66474920338
8.88E-16,5.82525E-09,69977180917
1.01E-15,5.52582E-09,67369180990
7.44E-16,7.53273E-09,67229113014
1.05E-15,6.25605E-09,62097659982
6.73E-16,5.84313E-09,80258307310
1.14E-15,7.19112E-09,55586521954
1.11E-15,7.60224E-09,54788294399
1.03E-15,5.6745E-09,65832087244
1.16E-15,6.57268E-09,57639445007
1.31E-15,5.89494E-09,57272312683
1.05E-15,7.08598E-09,58347950232
8.72E-16,5.86578E-09,70371878594
6.86E-16,6.5201E-09,75254232558
8.73E-16,7.53665E-09,62047420488
8.93E-16,5.81878E-09,69819767755
9.44E-16,5.93509E-09,67238855822
9.26E-16,5.69703E-09,69293139283
9.87E-16,6.73699E-09,61720400848
1.26E-15,6.14948E-09,57176264451
1.68E-15,7.23788E-09,45641482686
9.58E-16,5.5952E-09,68743154903
8.65E-16,7.12873E-09,64092302804
6.10E-16,6.33314E-09,80974032942
1.08E-15,6.11348E-09,61938964112
9.54E-16,5.70181E-09,68240100870
9.83E-16,5.66164E-09,67464003271
1.12E-15,6.68015E-09,58185921701
8.04E-16,6.88309E-09,67655066161
1.20E-15,6.69527E-09,56149451934
1.50E-15,5.58528E-09,54985987555
1.49E-15,6.49975E-09,51142118356
5.23E-16,7.37044E-09,81062955590
1.04E-15,6.22147E-09,62568678382
5.87E-16,6.65206E-09,80542120284
1.07E-15,6.75542E-09,59197339653
4.39E-16,5.71761E-09,1.00457E+11
1.28E-15,5.65011E-09,59181620787
3.81E-16,6.11307E-09,1.04286E+11
8.01E-16,7.2081E-09,66235927183
1.10E-15,6.71252E-09,58570785140
1.51E-15,5.51235E-09,55164958385
5.47E-16,6.7476E-09,82842226768
1.39E-15,5.91868E-09,55488174156
7.96E-16,5.64872E-09,75056568341
1.27E-15,6.24974E-09,56492061683
1.09E-15,7.11136E-09,57165040907
5.98E-16,5.83695E-09,85187657946
5.42E-16,6.37771E-09,85602857054
1.04E-15,6.01098E-09,63654775025
5.14E-16,5.83859E-09,91872274110
8.19E-16,5.77461E-09,73184097408
7.66E-16,7.47378E-09,66517433408
7.88E-16,5.52256E-09,76293388515
7.05E-16,6.57456E-09,73925148995
5.60E-16,7.54539E-09,77425732853
8.86E-16,6.52906E-09,66172579567
1.08E-15,6.2924E-09,61052011467
1.05E-15,6.05951E-09,63096732162
1.20E-15,5.74947E-09,60592054844
6.61E-16,7.22553E-09,72825665124
1.14E-15,5.55558E-09,63241611507
7.47E-16,6.93573E-09,69921970292
8.51E-16,6.13908E-09,69631159275
9.18E-16,6.17791E-09,66831021983
8.74E-16,6.52249E-09,66658813499
1.10E-15,7.72618E-09,54593546869
1.32E-15,5.91093E-09,56977732164
1.21E-15,6.4812E-09,56832903125
6.18E-16,5.84976E-09,83706055625
8.08E-16,6.40657E-09,69952250415
7.15E-16,6.90154E-09,71646342846
1.03E-15,5.90239E-09,64548721439
