Resistance,Capacitance,Inductance,Quality factor
97.09734629,9.91E-16,7.26E-09,2.79E+01
111.3992541,1.05E-15,5.67E-09,2.09E+01
159.5894609,1.42E-15,6.86E-09,1.38E+01
60.84239062,1.03E-15,6.55E-09,4.15E+01
51.98164544,1.53E-15,6.14E-09,3.85E+01
51.58356287,9.91E-16,5.23E-09,4.45E+01
74.38181834,6.20E-16,5.31E-09,3.94E+01
72.66467245,1.14E-15,5.16E-09,2.93E+01
97.09617725,8.81E-16,6.65E-09,2.83E+01
77.80060946,8.56E-16,5.53E-09,3.27E+01
62.05602627,8.59E-16,5.26E-09,3.99E+01
74.34978395,1.17E-15,5.78E-09,2.99E+01
67.41887453,1.78E-15,6.77E-09,2.89E+01
65.96503569,1.04E-15,6.54E-09,3.80E+01
78.06863802,1.12E-15,6.73E-09,3.14E+01
146.7973012,6.24E-16,7.31E-09,2.33E+01
88.45971034,1.04E-15,5.19E-09,2.53E+01
89.58236406,1.33E-15,6.29E-09,2.43E+01
64.94241312,1.06E-15,5.95E-09,3.65E+01
79.32914217,9.15E-16,6.72E-09,3.42E+01
86.25473893,1.42E-15,5.49E-09,2.28E+01
86.4029962,6.66E-16,5.56E-09,3.34E+01
128.5279631,6.93E-16,5.94E-09,2.28E+01
71.30531907,5.38E-16,6.60E-09,4.91E+01
87.72304812,8.29E-16,5.23E-09,2.86E+01
71.37306447,9.51E-16,5.89E-09,3.49E+01
118.5678881,1.19E-15,5.64E-09,1.84E+01
67.76094819,7.46E-16,5.66E-09,4.07E+01
96.71340213,1.70E-15,5.41E-09,1.84E+01
96.48240721,1.33E-15,5.16E-09,2.04E+01
77.95606742,1.26E-15,7.10E-09,3.05E+01
105.6394023,4.75E-16,6.74E-09,3.57E+01
94.34490287,8.00E-16,5.61E-09,2.81E+01
114.6981778,1.14E-15,5.77E-09,1.96E+01
79.91518475,7.50E-16,6.46E-09,3.67E+01
89.71267002,9.40E-16,5.90E-09,2.79E+01
63.8450379,9.56E-16,6.07E-09,3.95E+01
89.12232325,7.73E-16,5.14E-09,2.89E+01
76.25786218,9.76E-16,5.55E-09,3.13E+01
58.99667602,5.59E-16,6.42E-09,5.75E+01
51.98399542,1.07E-15,5.80E-09,4.48E+01
67.02194756,9.36E-16,5.98E-09,3.77E+01
39.56910472,7.08E-16,5.26E-09,6.89E+01
73.90280504,1.11E-15,6.12E-09,3.18E+01
67.10882949,1.05E-15,5.97E-09,3.55E+01
64.17913067,1.39E-15,5.29E-09,3.04E+01
94.27043063,5.87E-16,6.16E-09,3.44E+01
93.90175782,8.43E-16,5.67E-09,2.76E+01
78.23442294,8.13E-16,5.84E-09,3.42E+01
106.6273391,7.01E-16,6.96E-09,2.95E+01
79.92238152,7.24E-16,5.32E-09,3.39E+01
68.71450302,6.91E-16,5.26E-09,4.02E+01
70.84912092,1.09E-15,6.14E-09,3.35E+01
72.9472543,1.21E-15,6.72E-09,3.23E+01
196.7677897,8.31E-16,6.58E-09,1.43E+01
57.13449459,7.84E-16,5.46E-09,4.62E+01
66.64786167,7.12E-16,6.42E-09,4.51E+01
61.88948278,7.65E-16,6.44E-09,4.69E+01
78.13179682,1.50E-15,6.38E-09,2.64E+01
92.67130437,3.53E-16,5.28E-09,4.17E+01
130.2159145,1.14E-15,5.22E-09,1.64E+01
69.34495146,7.63E-16,5.47E-09,3.86E+01
76.99511784,1.21E-15,5.77E-09,2.84E+01
122.9831462,9.44E-16,6.15E-09,2.08E+01
109.4932977,7.82E-16,5.29E-09,2.38E+01
118.757629,8.53E-16,6.48E-09,2.32E+01
86.3112965,9.00E-16,6.72E-09,3.17E+01
48.78359341,6.69E-16,6.86E-09,6.56E+01
68.59092092,9.86E-16,5.72E-09,3.51E+01
57.24933724,6.42E-16,7.02E-09,5.77E+01
107.1500895,1.15E-15,5.19E-09,1.98E+01
149.1563244,7.92E-16,5.87E-09,1.83E+01
74.92760842,5.83E-16,5.46E-09,4.08E+01
87.08534795,9.69E-16,5.70E-09,2.79E+01
65.54365819,7.93E-16,5.39E-09,3.98E+01
43.1572907,8.26E-16,5.74E-09,6.11E+01
90.72907398,9.38E-16,6.96E-09,3.00E+01
70.00413557,9.96E-16,5.75E-09,3.43E+01
67.94350098,8.07E-16,5.26E-09,3.76E+01
66.99755354,1.37E-15,7.01E-09,3.38E+01
113.1221459,8.02E-16,5.64E-09,2.34E+01
96.09259399,9.54E-16,6.30E-09,2.68E+01
81.59241227,7.16E-16,5.97E-09,3.54E+01
113.6217439,7.28E-16,5.77E-09,2.48E+01
49.32345586,6.40E-16,5.80E-09,6.11E+01
89.61221395,7.24E-16,6.46E-09,3.33E+01
63.43492786,4.91E-16,5.40E-09,5.23E+01
57.5139192,6.78E-16,5.61E-09,5.00E+01
80.92761354,1.00E-15,5.98E-09,3.02E+01
69.58264262,1.08E-15,6.07E-09,3.41E+01
57.32334973,9.56E-16,5.34E-09,4.12E+01
58.73876569,8.21E-16,6.54E-09,4.80E+01
75.88324306,1.27E-15,7.27E-09,3.15E+01
107.3599538,1.38E-15,7.09E-09,2.11E+01
70.90096624,1.17E-15,5.75E-09,3.13E+01
82.65350499,9.08E-16,7.20E-09,3.41E+01
78.16801745,1.03E-15,7.00E-09,3.34E+01
91.86744153,1.11E-15,6.04E-09,2.54E+01
36.49222345,7.90E-16,6.60E-09,7.92E+01
86.60789919,1.09E-15,6.19E-09,2.75E+01
109.3790539,1.31E-15,7.43E-09,2.18E+01
33.27003771,8.08E-16,7.03E-09,8.87E+01
63.89180366,4.20E-16,6.73E-09,6.27E+01
74.83936162,1.04E-15,5.88E-09,3.18E+01
71.2881041,5.91E-16,6.05E-09,4.49E+01
59.55567196,1.27E-15,6.48E-09,3.79E+01
113.758089,9.08E-16,5.95E-09,2.25E+01
103.678336,1.33E-15,7.46E-09,2.28E+01
45.65309315,1.18E-15,6.12E-09,4.99E+01
77.91939744,7.42E-16,6.89E-09,3.91E+01
50.79590765,6.34E-16,5.56E-09,5.83E+01
57.80930223,1.05E-15,5.41E-09,3.93E+01
95.53484749,7.63E-16,5.36E-09,2.77E+01
111.4863891,5.24E-16,6.49E-09,3.16E+01
82.50742758,6.76E-16,5.31E-09,3.40E+01
101.1765427,1.01E-15,5.90E-09,2.39E+01
124.0817469,6.59E-16,5.79E-09,2.39E+01
74.91515689,1.06E-15,6.26E-09,3.24E+01
46.30897572,1.23E-15,5.83E-09,4.70E+01
81.90946914,1.30E-15,6.66E-09,2.76E+01
115.1073248,9.89E-16,6.99E-09,2.31E+01
48.48717786,1.32E-15,5.81E-09,4.33E+01
81.36994352,5.43E-16,5.29E-09,3.84E+01
118.3948752,1.36E-15,5.37E-09,1.68E+01
94.33454226,1.28E-15,6.32E-09,2.36E+01
70.96291748,1.01E-15,7.23E-09,3.77E+01
51.6758745,9.24E-16,5.42E-09,4.69E+01
83.17731067,8.06E-16,5.75E-09,3.21E+01
157.5229191,1.19E-15,6.59E-09,1.49E+01
73.66143211,1.28E-15,6.08E-09,2.96E+01
96.40378001,7.33E-16,5.30E-09,2.79E+01
73.52341698,5.45E-16,5.96E-09,4.50E+01
80.96719053,1.21E-15,5.63E-09,2.66E+01
83.74107672,1.52E-15,5.65E-09,2.30E+01
102.5428043,8.87E-16,7.14E-09,2.77E+01
114.2478733,1.12E-15,6.48E-09,2.10E+01
108.1313427,7.73E-16,5.93E-09,2.56E+01
46.32429047,7.58E-16,6.73E-09,6.43E+01
86.30614414,6.80E-16,6.92E-09,3.70E+01
78.32840585,9.66E-16,5.57E-09,3.07E+01
76.56016615,1.49E-15,5.97E-09,2.62E+01
72.75615325,7.02E-16,5.35E-09,3.79E+01
33.14449,1.20E-15,5.98E-09,6.73E+01
80.23670598,1.31E-15,6.83E-09,2.85E+01
52.69277287,9.72E-16,5.63E-09,4.57E+01
108.7865171,1.75E-15,5.26E-09,1.59E+01
78.17351668,1.11E-15,5.79E-09,2.92E+01
67.88318636,1.42E-15,5.38E-09,2.87E+01
97.40490098,5.89E-16,5.95E-09,3.26E+01
103.3518968,9.63E-16,5.24E-09,2.26E+01
96.39288212,1.38E-15,5.27E-09,2.03E+01
69.55851284,9.35E-16,6.74E-09,3.86E+01
54.82557981,9.96E-16,5.44E-09,4.26E+01
79.09733505,8.89E-16,5.74E-09,3.21E+01
95.72218143,1.48E-15,5.62E-09,2.04E+01
83.34848803,1.07E-15,5.59E-09,2.74E+01
55.77839182,1.12E-15,6.07E-09,4.18E+01
141.4305288,1.12E-15,5.53E-09,1.57E+01
71.45808615,1.39E-15,7.28E-09,3.20E+01
43.99728767,1.68E-15,6.31E-09,4.40E+01
59.28464007,3.16E-16,5.27E-09,6.89E+01
64.03121561,9.74E-16,6.64E-09,4.08E+01
94.32126145,7.05E-16,5.82E-09,3.05E+01
61.51601,1.02E-15,5.31E-09,3.71E+01
66.18978288,1.18E-15,6.19E-09,3.46E+01
124.5504889,1.12E-15,5.36E-09,1.76E+01
103.278895,1.09E-15,5.33E-09,2.14E+01
79.89232364,1.48E-15,7.14E-09,2.75E+01
86.16313865,9.88E-16,5.87E-09,2.83E+01
58.73997009,1.04E-15,6.19E-09,4.15E+01
82.18108007,9.50E-16,5.68E-09,2.98E+01
121.2719318,8.53E-16,6.62E-09,2.30E+01
88.46323364,9.52E-16,5.27E-09,2.66E+01
86.10921777,8.30E-16,5.66E-09,3.03E+01
43.3494176,6.42E-16,6.37E-09,7.27E+01
81.07239663,1.68E-15,6.57E-09,2.44E+01
109.0990283,1.16E-15,5.40E-09,1.98E+01
66.33520538,1.63E-15,6.69E-09,3.05E+01
124.352711,6.38E-16,6.72E-09,2.61E+01
85.69472338,1.22E-15,6.23E-09,2.64E+01
85.441348,1.20E-15,6.22E-09,2.66E+01
86.15713878,1.47E-15,5.58E-09,2.26E+01
41.10938723,1.07E-15,5.96E-09,5.74E+01
70.49148633,1.39E-15,7.01E-09,3.19E+01
73.25766171,1.07E-15,5.66E-09,3.14E+01
73.99943367,1.18E-15,5.48E-09,2.91E+01
139.4987867,8.77E-16,5.73E-09,1.83E+01
83.04384287,1.45E-15,5.47E-09,2.34E+01
63.90004077,8.67E-16,7.09E-09,4.48E+01
73.88728546,8.73E-16,5.64E-09,3.44E+01
73.98617638,1.53E-15,5.59E-09,2.58E+01
60.49553921,7.03E-16,6.30E-09,4.95E+01
80.76800612,1.27E-15,6.50E-09,2.80E+01
94.31766138,1.13E-15,5.56E-09,2.35E+01
51.44408223,7.95E-16,5.88E-09,5.29E+01
70.9065805,7.65E-16,5.70E-09,3.85E+01
46.95833285,1.19E-15,5.89E-09,4.74E+01
93.94498211,1.12E-15,5.63E-09,2.39E+01
89.45905587,1.49E-15,5.61E-09,2.17E+01
59.48300945,5.77E-16,6.37E-09,5.58E+01
68.13819313,1.42E-15,6.63E-09,3.17E+01
107.3379629,1.04E-15,7.17E-09,2.45E+01
98.60611954,5.32E-16,6.78E-09,3.62E+01
56.57197992,7.64E-16,6.28E-09,5.07E+01
40.54817454,1.09E-15,6.28E-09,5.92E+01
91.96186662,7.74E-16,6.76E-09,3.21E+01
61.80918779,8.76E-16,5.85E-09,4.18E+01
110.9269682,7.00E-16,7.64E-09,2.98E+01
72.87842613,8.53E-16,5.29E-09,3.42E+01
86.50225763,9.02E-16,6.41E-09,3.08E+01
96.635426,8.00E-16,5.73E-09,2.77E+01
64.9077119,1.49E-15,5.82E-09,3.05E+01
144.9825631,7.68E-16,5.31E-09,1.81E+01
80.21456959,8.49E-16,5.52E-09,3.18E+01
58.53144345,6.12E-16,6.23E-09,5.45E+01
61.74120826,1.04E-15,5.73E-09,3.80E+01
142.1713353,1.55E-15,6.20E-09,1.41E+01
132.9083084,1.38E-15,5.30E-09,1.47E+01
128.1706913,8.06E-16,6.70E-09,2.25E+01
111.0258198,6.87E-16,6.49E-09,2.77E+01
79.85303689,8.53E-16,5.54E-09,3.19E+01
55.72341155,4.49E-16,7.49E-09,7.33E+01
105.8558751,8.06E-16,6.29E-09,2.64E+01
91.76225505,9.34E-16,5.53E-09,2.65E+01
95.55131207,7.04E-16,5.62E-09,2.96E+01
70.82488781,1.15E-15,5.65E-09,3.13E+01
66.95811883,6.39E-16,5.65E-09,4.44E+01
98.63502211,7.25E-16,6.94E-09,3.14E+01
109.8402783,8.24E-16,5.55E-09,2.36E+01
39.42872341,1.45E-15,5.86E-09,5.10E+01
144.896198,7.45E-16,6.89E-09,2.10E+01
94.00899781,9.70E-16,5.56E-09,2.55E+01
58.29306558,5.08E-16,5.99E-09,5.89E+01
83.13622976,1.30E-15,5.77E-09,2.53E+01
93.77204985,1.42E-15,5.98E-09,2.19E+01
93.873533,8.09E-16,5.91E-09,2.88E+01
104.0393137,9.07E-16,5.65E-09,2.40E+01
102.661462,8.76E-16,6.44E-09,2.64E+01
78.07370106,1.45E-15,6.62E-09,2.74E+01
89.61543199,1.24E-15,5.60E-09,2.37E+01
57.60710681,1.08E-15,5.97E-09,4.08E+01
123.1939876,1.02E-15,5.43E-09,1.87E+01
132.5733217,1.25E-15,6.00E-09,1.65E+01
58.91447398,1.30E-15,6.19E-09,3.70E+01
37.32088261,7.85E-16,7.12E-09,8.07E+01
113.0544057,7.87E-16,5.38E-09,2.31E+01
55.36002255,1.07E-15,5.40E-09,4.06E+01
88.87357623,9.47E-16,5.80E-09,2.78E+01
58.41105153,7.47E-16,5.84E-09,4.79E+01
86.11243185,1.08E-15,5.40E-09,2.60E+01
62.59966077,6.28E-16,5.41E-09,4.69E+01
88.00375578,7.09E-16,5.87E-09,3.27E+01
98.94627767,9.78E-16,5.95E-09,2.49E+01
69.85672609,1.04E-15,6.29E-09,3.52E+01
90.08579194,8.20E-16,5.74E-09,2.94E+01
62.6366993,1.10E-15,5.65E-09,3.62E+01
110.9100847,1.26E-15,5.39E-09,1.86E+01
50.22159429,1.22E-15,5.36E-09,4.18E+01
99.44105583,7.76E-16,6.28E-09,2.86E+01
71.47281997,1.26E-15,5.51E-09,2.93E+01
68.81354405,9.87E-16,6.10E-09,3.61E+01
48.60155147,8.66E-16,6.93E-09,5.82E+01
85.47940846,8.05E-16,5.94E-09,3.18E+01
56.49342782,1.15E-15,5.40E-09,3.84E+01
113.4578918,1.09E-15,6.04E-09,2.07E+01
96.35155182,1.39E-15,5.59E-09,2.08E+01
82.42856731,7.51E-16,5.76E-09,3.36E+01
120.3293654,8.65E-16,5.42E-09,2.08E+01
48.71978362,1.37E-15,5.91E-09,4.26E+01
85.51230631,1.44E-15,6.15E-09,2.42E+01
47.28493265,1.15E-15,6.50E-09,5.03E+01
40.82977465,7.04E-16,6.22E-09,7.28E+01
89.37881054,8.33E-16,5.54E-09,2.88E+01
111.9761084,7.08E-16,6.37E-09,2.68E+01
46.6173012,7.86E-16,5.37E-09,5.61E+01
78.5998532,1.38E-15,6.30E-09,2.72E+01
79.17285549,7.57E-16,7.12E-09,3.87E+01
67.59058878,1.20E-15,5.94E-09,3.29E+01
66.87368982,8.57E-16,5.85E-09,3.91E+01
92.80547554,9.48E-16,7.65E-09,3.06E+01
91.86948863,6.53E-16,5.35E-09,3.12E+01
60.54850257,8.61E-16,6.67E-09,4.60E+01
69.42449049,7.70E-16,5.68E-09,3.91E+01
85.90860893,1.05E-15,5.40E-09,2.64E+01
97.57160364,7.53E-16,5.37E-09,2.74E+01
107.4423481,1.04E-15,6.09E-09,2.25E+01
109.5081878,7.52E-16,5.93E-09,2.56E+01
74.33974333,9.54E-16,7.01E-09,3.65E+01
108.9752908,1.30E-15,5.99E-09,1.97E+01
69.3069132,1.12E-15,6.36E-09,3.44E+01
60.89307237,9.29E-16,6.59E-09,4.37E+01
76.39478842,9.98E-16,7.71E-09,3.64E+01
96.01177507,6.54E-16,5.48E-09,3.02E+01
65.66682178,8.51E-16,6.31E-09,4.15E+01
86.31073541,8.07E-16,5.83E-09,3.11E+01
62.83879295,1.14E-15,6.06E-09,3.67E+01
69.00086952,1.11E-15,5.98E-09,3.36E+01
62.26063275,1.24E-15,6.16E-09,3.58E+01
62.61037743,9.12E-16,6.24E-09,4.18E+01
87.52632332,7.10E-16,6.16E-09,3.36E+01
80.75370503,9.20E-16,5.74E-09,3.09E+01
66.86483801,9.99E-16,5.49E-09,3.51E+01
57.2925478,1.06E-15,6.18E-09,4.22E+01
90.92740309,9.75E-16,6.50E-09,2.84E+01
49.47060982,5.74E-16,5.58E-09,6.30E+01
80.01942059,1.08E-15,5.37E-09,2.79E+01
115.8700192,9.15E-16,5.87E-09,2.19E+01
75.67181736,5.16E-16,7.40E-09,5.00E+01
101.0431124,1.08E-15,5.55E-09,2.24E+01
81.881439,1.01E-15,5.49E-09,2.85E+01
52.66879812,7.09E-16,5.78E-09,5.42E+01
92.80525165,8.34E-16,6.52E-09,3.01E+01
73.89130689,1.47E-15,6.21E-09,2.78E+01
66.52011213,8.22E-16,5.61E-09,3.93E+01
141.6582644,5.35E-16,5.74E-09,2.31E+01
132.180322,8.26E-16,6.39E-09,2.10E+01
86.4864344,1.06E-15,6.46E-09,2.86E+01
101.2204887,8.86E-16,5.78E-09,2.52E+01
84.29485114,7.01E-16,5.46E-09,3.31E+01
91.05828142,8.46E-16,6.82E-09,3.12E+01
55.49252125,9.46E-16,5.91E-09,4.51E+01
116.6763687,1.44E-15,5.74E-09,1.71E+01
125.4097564,5.33E-16,5.71E-09,2.61E+01
70.34439,7.25E-16,5.48E-09,3.91E+01
107.7184863,1.11E-15,6.00E-09,2.16E+01
70.17297199,6.93E-16,6.47E-09,4.35E+01
154.0184747,6.96E-16,6.41E-09,1.97E+01
42.33413309,1.02E-15,5.55E-09,5.51E+01
88.03408603,8.04E-16,7.60E-09,3.49E+01
103.5364048,6.62E-16,6.15E-09,2.94E+01
135.8730233,6.37E-16,5.55E-09,2.17E+01
73.16106704,1.75E-15,6.71E-09,2.68E+01
81.74865095,1.09E-15,7.76E-09,3.26E+01
62.02441003,7.52E-16,6.23E-09,4.64E+01
90.6968304,1.21E-15,7.02E-09,2.66E+01
36.99620854,1.08E-15,5.97E-09,6.35E+01
85.5141727,9.06E-16,5.40E-09,2.85E+01
90.5178626,8.23E-16,5.72E-09,2.91E+01
46.67788112,7.97E-16,5.83E-09,5.79E+01
111.0924191,1.03E-15,5.83E-09,2.14E+01
64.61567083,6.68E-16,6.37E-09,4.78E+01
104.1522879,6.04E-16,6.32E-09,3.10E+01
92.31285893,1.30E-15,5.75E-09,2.28E+01
118.3086407,1.29E-15,5.55E-09,1.75E+01
70.15866583,9.05E-16,6.00E-09,3.67E+01
57.13538132,9.89E-16,5.52E-09,4.14E+01
52.17931009,8.87E-16,5.64E-09,4.83E+01
48.25612201,1.15E-15,7.28E-09,5.21E+01
69.31672582,1.20E-15,6.34E-09,3.32E+01
72.51288162,1.38E-15,6.00E-09,2.88E+01
91.41901018,1.58E-15,7.04E-09,2.31E+01
84.1704485,8.27E-16,5.63E-09,3.10E+01
64.94020291,1.24E-15,5.76E-09,3.32E+01
97.62394668,1.06E-15,7.66E-09,2.75E+01
73.65050434,9.32E-16,5.95E-09,3.43E+01
55.8292355,9.25E-16,7.51E-09,5.10E+01
57.11493386,7.78E-16,6.11E-09,4.91E+01
82.12238998,9.83E-16,5.42E-09,2.86E+01
109.8912792,5.28E-16,5.56E-09,2.95E+01
102.5216977,7.23E-16,7.65E-09,3.17E+01
47.75708762,8.20E-16,5.44E-09,5.39E+01
57.49884049,9.72E-16,5.66E-09,4.20E+01
75.47911702,1.22E-15,6.12E-09,2.97E+01
93.80748299,1.03E-15,6.77E-09,2.73E+01
134.7731539,9.90E-16,5.68E-09,1.78E+01
77.41481698,9.29E-16,7.00E-09,3.55E+01
122.8125915,1.18E-15,6.15E-09,1.86E+01
95.11336715,5.79E-16,6.78E-09,3.60E+01
117.9371543,1.71E-15,5.49E-09,1.52E+01
81.17199228,1.14E-15,7.32E-09,3.12E+01
82.31730218,8.78E-16,6.55E-09,3.32E+01
119.1223269,8.16E-16,6.61E-09,2.39E+01
67.49835468,9.84E-16,5.45E-09,3.49E+01
30.60800075,9.76E-16,5.48E-09,7.74E+01
55.80643834,1.26E-15,5.69E-09,3.81E+01
73.13935625,1.57E-15,6.17E-09,2.71E+01
94.44003107,1.77E-15,6.05E-09,1.96E+01
173.113061,1.07E-15,5.86E-09,1.35E+01
104.1171213,1.25E-15,5.86E-09,2.08E+01
78.91921046,9.82E-16,5.61E-09,3.03E+01
67.29664344,9.38E-16,5.45E-09,3.58E+01
107.4451213,1.18E-15,6.60E-09,2.20E+01
77.72820174,8.55E-16,5.49E-09,3.26E+01
73.27947538,1.83E-15,6.23E-09,2.52E+01
37.82617757,8.19E-16,5.61E-09,6.92E+01
98.06746417,5.84E-16,5.92E-09,3.25E+01
106.2549376,5.91E-16,5.53E-09,2.88E+01
85.49101144,7.67E-16,7.00E-09,3.53E+01
75.90286855,1.02E-15,6.14E-09,3.23E+01
112.6473917,1.28E-15,7.27E-09,2.12E+01
53.64124184,9.81E-16,5.52E-09,4.42E+01
83.26067955,1.05E-15,6.06E-09,2.89E+01
49.29732897,9.02E-16,5.50E-09,5.01E+01
78.99000504,1.12E-15,5.58E-09,2.83E+01
48.12551112,9.32E-16,6.06E-09,5.30E+01
81.4222873,1.02E-15,6.94E-09,3.20E+01
83.30396011,1.12E-15,5.47E-09,2.65E+01
89.88050784,7.08E-16,5.92E-09,3.22E+01
85.43206193,8.37E-16,5.48E-09,2.99E+01
93.27489234,9.19E-16,5.71E-09,2.67E+01
89.94845229,1.27E-15,6.73E-09,2.56E+01
58.78588876,9.46E-16,5.50E-09,4.10E+01
74.33761862,7.72E-16,6.08E-09,3.78E+01
86.02508011,1.13E-15,5.96E-09,2.67E+01
94.05504409,9.10E-16,7.42E-09,3.04E+01
59.05377727,5.50E-16,7.19E-09,6.12E+01
77.81769077,9.64E-16,7.14E-09,3.50E+01
143.8409598,1.16E-15,6.50E-09,1.65E+01
97.13465334,1.11E-15,6.50E-09,2.49E+01
72.46943934,1.13E-15,6.57E-09,3.33E+01
94.02006739,6.44E-16,5.53E-09,3.12E+01
96.4046271,6.05E-16,6.35E-09,3.36E+01
71.03104507,1.31E-15,6.92E-09,3.24E+01
149.8012083,8.38E-16,5.73E-09,1.75E+01
74.85750268,1.05E-15,5.96E-09,3.18E+01
90.75408308,7.76E-16,6.53E-09,3.20E+01
53.06730121,5.27E-16,5.65E-09,6.17E+01
162.4716931,1.07E-15,5.81E-09,1.43E+01
73.20188573,1.10E-15,7.93E-09,3.67E+01
97.00476459,1.28E-15,5.61E-09,2.16E+01
98.93233055,1.09E-15,6.17E-09,2.40E+01
92.70875527,1.60E-15,6.80E-09,2.22E+01
42.7904035,7.31E-16,7.64E-09,7.55E+01
105.14417,6.58E-16,7.66E-09,3.24E+01
92.2661416,1.06E-15,5.99E-09,2.58E+01
117.4846124,7.78E-16,6.93E-09,2.54E+01
98.75321735,1.06E-15,7.09E-09,2.62E+01
142.4865745,9.55E-16,6.82E-09,1.88E+01
51.4702262,8.44E-16,7.52E-09,5.80E+01
127.5488861,8.26E-16,5.84E-09,2.09E+01
94.35356508,8.43E-16,7.89E-09,3.24E+01
84.645052,1.17E-15,6.06E-09,2.69E+01
94.16314628,6.91E-16,5.71E-09,3.05E+01
51.77024985,9.41E-16,6.09E-09,4.91E+01
71.96897641,8.88E-16,5.83E-09,3.56E+01
59.78632034,1.01E-15,5.53E-09,3.91E+01
122.9840858,7.44E-16,7.53E-09,2.59E+01
109.240346,1.05E-15,6.26E-09,2.23E+01
99.04004551,6.73E-16,5.84E-09,2.98E+01
47.49384497,1.14E-15,7.19E-09,5.29E+01
130.6956155,1.11E-15,7.60E-09,2.00E+01
86.26668247,1.03E-15,5.67E-09,2.72E+01
126.6534245,1.16E-15,6.57E-09,1.88E+01
91.68949689,1.31E-15,5.89E-09,2.31E+01
63.77004965,1.05E-15,7.09E-09,4.07E+01
67.16608692,8.72E-16,5.87E-09,3.86E+01
72.63780135,6.86E-16,6.52E-09,4.24E+01
77.24066824,8.73E-16,7.54E-09,3.80E+01
77.28615461,8.93E-16,5.82E-09,3.30E+01
101.0724117,9.44E-16,5.94E-09,2.48E+01
72.08871452,9.26E-16,5.70E-09,3.44E+01
83.77335347,9.87E-16,6.74E-09,3.12E+01
93.62718632,1.26E-15,6.15E-09,2.36E+01
76.61163988,1.68E-15,7.24E-09,2.71E+01
48.92389092,9.58E-16,5.60E-09,4.94E+01
87.02526322,8.65E-16,7.13E-09,3.30E+01
80.09860889,6.10E-16,6.33E-09,4.02E+01
115.277757,1.08E-15,6.11E-09,2.06E+01
86.81870759,9.54E-16,5.70E-09,2.82E+01
64.71862583,9.83E-16,5.66E-09,3.71E+01
81.38710142,1.12E-15,6.68E-09,3.00E+01
72.1376581,8.04E-16,6.88E-09,4.06E+01
53.67479985,1.20E-15,6.70E-09,4.40E+01
66.45403816,1.50E-15,5.59E-09,2.90E+01
65.25874825,1.49E-15,6.50E-09,3.20E+01
90.21626068,5.23E-16,7.37E-09,4.16E+01
76.36370165,1.04E-15,6.22E-09,3.20E+01
105.1387335,5.87E-16,6.65E-09,3.20E+01
75.11096876,1.07E-15,6.76E-09,3.35E+01
61.39851991,4.39E-16,5.72E-09,5.88E+01
57.80570549,1.28E-15,5.65E-09,3.63E+01
124.5511389,3.81E-16,6.11E-09,3.22E+01
66.53084521,8.01E-16,7.21E-09,4.51E+01
108.3227818,1.10E-15,6.71E-09,2.28E+01
105.746697,1.51E-15,5.51E-09,1.81E+01
110.2425858,5.47E-16,6.75E-09,3.19E+01
84.45817729,1.39E-15,5.92E-09,2.44E+01
60.9795645,7.96E-16,5.65E-09,4.37E+01
69.33994284,1.27E-15,6.25E-09,3.20E+01
75.28556739,1.09E-15,7.11E-09,3.39E+01
76.98912406,5.98E-16,5.84E-09,4.06E+01
73.73765377,5.42E-16,6.38E-09,4.65E+01
61.12089033,1.04E-15,6.01E-09,3.93E+01
73.30151617,5.14E-16,5.84E-09,4.60E+01
89.84190864,8.19E-16,5.77E-09,2.96E+01
114.0555865,7.66E-16,7.47E-09,2.74E+01
58.27590557,7.88E-16,5.52E-09,4.54E+01
83.36112998,7.05E-16,6.57E-09,3.66E+01
94.72691823,5.60E-16,7.55E-09,3.88E+01
55.15039613,8.86E-16,6.53E-09,4.92E+01
92.07341611,1.08E-15,6.29E-09,2.62E+01
63.24197448,1.05E-15,6.06E-09,3.80E+01
52.98707201,1.20E-15,5.75E-09,4.13E+01
187.1604624,6.61E-16,7.23E-09,1.77E+01
58.3126908,1.14E-15,5.56E-09,3.79E+01
111.2349877,7.47E-16,6.94E-09,2.74E+01
109.7593977,8.51E-16,6.14E-09,2.45E+01
112.0427019,9.18E-16,6.18E-09,2.32E+01
84.35428479,8.74E-16,6.52E-09,3.24E+01
104.0891099,1.10E-15,7.73E-09,2.55E+01
61.05779036,1.32E-15,5.91E-09,3.47E+01
116.1660426,1.21E-15,6.48E-09,1.99E+01
95.89422544,6.18E-16,5.85E-09,3.21E+01
67.00712218,8.08E-16,6.41E-09,4.20E+01
49.65464764,7.15E-16,6.90E-09,6.26E+01
62.19208678,1.03E-15,5.90E-09,3.85E+01
90.40797882,1.55E-15,5.75E-09,2.13E+01
83.46588812,9.98E-16,5.83E-09,2.89E+01
65.8020635,1.07E-15,6.29E-09,3.69E+01
135.2599327,5.36E-16,7.17E-09,2.70E+01
70.89532279,1.08E-15,6.31E-09,3.41E+01
71.06542413,6.87E-16,6.87E-09,4.45E+01
62.9629998,8.74E-16,6.86E-09,4.45E+01
44.47823355,1.28E-15,6.75E-09,5.16E+01
95.19992268,1.32E-15,5.83E-09,2.21E+01
117.8869867,6.20E-16,6.50E-09,2.75E+01
67.67963918,6.08E-16,6.86E-09,4.96E+01
90.68652832,9.77E-16,6.56E-09,2.86E+01
