Wire-Length,Wire-Width,Temperature,Resistance
4.79E-06,8.82E-08,33.85977675,80.06528903
4.36E-06,1.04E-07,56.62663017,74.77176655
5.19E-06,1.12E-07,76.02986711,79.04280123
6.53E-06,1.02E-07,33.44013334,96.85031634
5.14E-06,1.19E-07,40.61004962,63.49907524
5.47E-06,1.15E-07,60.44417172,71.54840347
5.61E-06,1.04E-07,33.12009278,84.02534498
6.36E-06,8.49E-08,66.44715662,134.7147369
2.90E-06,1.30E-07,51.84811233,36.61230549
5.63E-06,1.04E-07,39.9007622,84.84397002
3.46E-06,1.22E-07,56.46476753,41.90534599
4.21E-06,1.03E-07,49.9251839,69.92571967
4.34E-06,1.32E-07,72.850739,61.48978091
6.67E-06,7.81E-08,36.09547824,120.8083764
3.61E-06,9.74E-08,48.98000107,65.62388651
5.95E-06,1.01E-07,68.58009844,96.30996598
7.54E-06,6.91E-08,55.07274648,169.3976622
5.29E-06,8.93E-08,44.25931134,88.25639099
5.79E-06,1.22E-07,39.98929077,77.40823969
6.95E-06,9.01E-08,42.56400808,127.593412
5.20E-06,9.85E-08,56.39503121,88.78739533
6.64E-06,1.07E-07,42.79567156,92.5237079
5.41E-06,1.07E-07,25.29150627,75.38232094
6.87E-06,1.15E-07,53.93754665,100.0193205
4.67E-06,9.15E-08,40.60071596,85.43673766
4.68E-06,8.92E-08,40.70671637,85.11633572
5.58E-06,8.82E-08,35.91453114,100.4146228
5.00E-06,1.27E-07,61.98569888,68.95503574
5.11E-06,5.39E-08,56.34586337,161.8215179
6.29E-06,9.59E-08,55.71013262,108.2453383
5.96E-06,8.67E-08,26.8161167,118.9733626
5.60E-06,8.80E-08,39.08008645,90.45647851
4.72E-06,8.37E-08,47.11738459,94.73552657
6.59E-06,1.08E-07,52.57235121,93.25400288
6.03E-06,1.21E-07,39.65591085,72.90819525
5.01E-06,9.49E-08,50.93586088,76.21506402
3.95E-06,9.02E-08,54.35462332,70.1509425
6.64E-06,1.33E-07,46.42764592,78.74104003
5.46E-06,1.07E-07,40.25899299,72.84289193
4.05E-06,1.07E-07,68.26272816,67.77205337
5.58E-06,1.08E-07,45.3622355,78.2903714
3.54E-06,9.06E-08,52.4642883,53.80820611
4.31E-06,8.24E-08,37.13628443,87.51968693
4.73E-06,1.02E-07,46.84566768,80.50916571
4.91E-06,1.13E-07,45.51000865,66.63808832
5.41E-06,1.08E-07,57.32828412,74.87805534
4.55E-06,1.26E-07,48.35829916,59.22789573
4.94E-06,9.25E-08,51.94200154,89.69105604
5.33E-06,1.16E-07,77.08001093,76.55369045
5.33E-06,1.22E-07,55.47734679,64.57445467
4.89E-06,1.06E-07,45.13135057,71.93242817
4.40E-06,1.18E-07,41.40948097,61.83726145
4.30E-06,1.08E-07,51.82877103,63.31482645
4.64E-06,9.10E-08,53.73543377,76.16896073
4.72E-06,1.22E-07,32.98882301,57.01411547
6.94E-06,7.26E-08,47.68164449,152.9239719
4.51E-06,1.34E-07,55.96972941,56.47356842
6.93E-06,1.25E-07,56.05216881,94.29600234
4.63E-06,1.16E-07,58.78118196,73.05644018
2.27E-06,9.01E-08,63.2957089,41.42550396
4.28E-06,1.03E-07,71.70584108,76.35016703
5.79E-06,1.33E-07,56.99878479,71.73239233
5.12E-06,6.50E-08,50.80847157,129.3242299
4.65E-06,1.21E-07,39.704763,59.21872686
4.98E-06,1.05E-07,51.03177382,80.20009041
4.25E-06,1.57E-07,44.90480411,45.88262279
4.70E-06,9.22E-08,42.96528407,77.2981896
6.11E-06,1.00E-07,52.87395013,98.2271133
7.29E-06,8.48E-08,69.82256936,145.566031
4.09E-06,1.06E-07,47.82822573,60.18030961
4.24E-06,1.02E-07,48.93096631,61.402188
4.96E-06,8.42E-08,45.72738233,86.02879565
6.49E-06,1.16E-07,61.64793667,96.68065487
4.92E-06,9.73E-08,61.2084658,82.47237995
4.66E-06,5.51E-08,41.61057584,128.9577169
5.35E-06,9.52E-08,51.09788186,92.32327608
6.69E-06,9.82E-08,52.08221497,106.8712099
5.41E-06,9.60E-08,29.01543404,90.63703925
8.47E-06,1.20E-07,48.19713642,111.3746704
4.62E-06,6.11E-08,35.95608409,110.3150669
4.82E-06,6.32E-08,66.79468018,131.8988971
5.58E-06,7.43E-08,46.4635618,118.0163339
4.39E-06,9.66E-08,50.17825255,79.15072299
3.40E-06,5.28E-08,61.10528809,102.829184
4.40E-06,1.20E-07,55.3121552,57.57391765
4.14E-06,9.32E-08,51.81308922,76.51208565
4.93E-06,8.66E-08,53.11186865,82.39870725
6.55E-06,1.25E-07,58.38061231,88.49391875
6.91E-06,9.23E-08,39.82543663,113.5813434
5.15E-06,1.20E-07,36.26223013,68.09135174
4.88E-06,1.19E-07,51.40043002,69.38793518
3.71E-06,1.27E-07,54.00060833,45.65191349
4.44E-06,8.73E-08,52.87711168,83.11132596
4.20E-06,1.30E-07,40.89620277,46.16683304
4.65E-06,1.55E-07,23.89973724,46.61750503
4.84E-06,1.01E-07,40.05511,77.60471128
5.16E-06,9.25E-08,40.97001398,85.64564634
5.65E-06,1.02E-07,54.7375498,104.3930138
4.98E-06,1.01E-07,58.4944067,77.5980888
5.99E-06,1.47E-07,47.9578465,63.04308551
5.20E-06,8.96E-08,65.4950851,109.4665221
6.93E-06,1.20E-07,57.18085194,98.41542415
5.73E-06,1.29E-07,42.28534069,64.98677324
6.32E-06,6.21E-08,52.10456188,153.5512651
5.33E-06,8.69E-08,61.15840348,108.2469775
4.51E-06,1.34E-07,59.98343233,57.02242364
4.92E-06,1.27E-07,51.74083223,60.00009816
4.82E-06,8.33E-08,65.50428156,100.4660892
5.01E-06,1.01E-07,69.66871054,92.07065587
6.06E-06,9.23E-08,62.29194707,106.3302666
4.73E-06,1.27E-07,58.87857431,59.57701362
4.77E-06,1.04E-07,25.7893445,71.33395528
3.59E-06,8.00E-08,60.80208186,63.61740683
6.03E-06,1.16E-07,58.38421364,85.75161105
4.87E-06,1.34E-07,36.4423662,55.08125519
5.79E-06,1.10E-07,57.44147123,83.18592475
3.78E-06,8.92E-08,46.72713694,64.465068
4.73E-06,1.08E-07,66.26214458,74.22444819
6.50E-06,1.00E-07,56.75732905,113.2672294
5.93E-06,1.04E-07,22.59899244,91.23788354
3.99E-06,9.53E-08,30.43001248,63.24575384
4.40E-06,1.04E-07,45.40779556,67.60741305
4.04E-06,1.42E-07,41.59707067,42.5023979
3.77E-06,1.09E-07,47.8111688,54.43121994
4.45E-06,1.01E-07,42.0004398,65.15400033
3.89E-06,7.33E-08,48.32856046,74.68095248
6.31E-06,1.01E-07,39.91572914,93.42004102
4.86E-06,7.27E-08,41.16936033,113.2861294
4.94E-06,9.71E-08,63.03080377,88.32434531
5.07E-06,1.17E-07,51.79870512,64.84513902
5.88E-06,1.02E-07,38.62407185,96.1680283
3.84E-06,9.13E-08,65.05882878,62.64654804
5.38E-06,6.81E-08,58.36354976,122.3849679
5.49E-06,9.84E-08,45.38767188,86.38540956
4.46E-06,1.05E-07,49.9398421,70.21937332
6.38E-06,1.11E-07,29.66217339,79.71748178
5.54E-06,8.36E-08,54.96388519,106.5731628
4.98E-06,9.47E-08,43.98458578,85.78756618
5.03E-06,1.07E-07,40.91568433,72.01335401
4.69E-06,1.23E-07,37.39938063,62.50374897
4.79E-06,7.27E-08,67.57245839,123.1329711
5.62E-06,1.11E-07,67.71127004,85.23761624
3.27E-06,9.35E-08,53.44569119,55.92309967
4.88E-06,1.28E-07,19.98126523,51.997252
4.60E-06,1.03E-07,48.69737674,70.40337284
3.49E-06,7.60E-08,47.70220859,67.29386615
5.67E-06,1.34E-07,78.15235966,75.12337648
5.83E-06,1.18E-07,64.01263614,82.32974516
3.57E-06,1.19E-07,41.2163475,53.20542129
5.97E-06,9.92E-08,50.0708653,95.85339877
5.45E-06,1.26E-07,63.18057185,69.50441032
3.37E-06,1.18E-07,78.44140303,56.39299973
2.55E-06,1.05E-07,57.07364587,45.98181332
4.07E-06,1.20E-07,59.62679727,59.25358235
4.58E-06,9.72E-08,53.94805104,74.50858899
4.48E-06,9.74E-08,51.86848743,77.23010644
5.33E-06,8.03E-08,58.90905455,120.4089336
3.32E-06,7.47E-08,46.33908129,61.99841888
5.52E-06,1.03E-07,35.17781405,75.76812991
2.75E-06,6.86E-08,43.26016433,62.97093222
3.59E-06,1.20E-07,22.45115632,45.40248058
5.29E-06,9.87E-08,40.04977575,80.83568679
6.36E-06,1.02E-07,62.36101637,104.5835052
5.52E-06,9.77E-08,62.04785167,89.34675062
4.47E-06,7.41E-08,39.78175829,91.09718505
4.62E-06,1.58E-07,44.80282929,45.65847221
5.00E-06,1.10E-07,47.56927954,75.47256196
4.58E-06,7.66E-08,55.27838168,103.0127151
4.47E-06,6.29E-08,56.67369673,119.8571954
4.88E-06,9.14E-08,39.06031541,84.91645357
5.49E-06,1.05E-07,47.92894553,85.7737509
3.82E-06,1.20E-07,40.90303648,50.95426007
4.12E-06,8.92E-08,43.49221615,83.15121577
4.88E-06,1.08E-07,50.84253039,76.39080841
5.79E-06,8.93E-08,59.31883119,114.6395079
4.33E-06,1.08E-07,43.55057083,56.33191507
5.76E-06,1.22E-07,48.22850049,77.2250585
5.12E-06,6.94E-08,24.4648372,103.4593515
5.12E-06,1.02E-07,48.48064487,85.18065051
5.02E-06,1.08E-07,60.53975112,77.51556994
4.66E-06,1.15E-07,40.38669541,64.26838327
6.18E-06,1.06E-07,52.73311505,97.59777336
5.96E-06,9.63E-08,21.76716569,91.64565834
6.11E-06,1.11E-07,65.58398586,91.38115654
4.69E-06,1.01E-07,47.22718806,75.90026457
5.65E-06,7.90E-08,59.66521318,116.4746138
3.35E-06,1.15E-07,34.44742599,42.01475276
5.72E-06,1.18E-07,50.52232047,83.87605015
6.04E-06,5.61E-08,53.28263287,167.6204785
4.53E-06,1.27E-07,55.50170253,57.1859151
4.90E-06,1.07E-07,53.53837322,73.40702679
4.14E-06,1.27E-07,31.4167397,50.50353058
4.43E-06,6.61E-08,54.55974274,98.67878489
4.71E-06,1.18E-07,45.72276876,65.69027575
3.61E-06,1.20E-07,72.65198456,47.50428619
4.97E-06,1.08E-07,45.30032458,71.69904271
5.01E-06,1.13E-07,52.84806663,71.46798466
5.14E-06,8.12E-08,68.62532233,105.9224803
4.51E-06,9.95E-08,44.85871831,71.09912904
5.25E-06,1.03E-07,39.54339306,87.69149016
3.93E-06,6.89E-08,39.80809357,86.0673428
6.16E-06,1.03E-07,63.86965627,105.5968948
4.34E-06,1.06E-07,46.67384888,66.71133742
4.10E-06,9.76E-08,56.89186986,65.05290773
6.67E-06,1.44E-07,59.1163554,74.42781081
4.55E-06,1.12E-07,63.49838395,67.82563851
5.49E-06,6.56E-08,25.24314843,124.1777021
4.60E-06,8.16E-08,67.20447212,94.36023248
4.27E-06,1.03E-07,53.57268599,66.06304868
5.88E-06,1.31E-07,40.15920278,61.81972227
3.64E-06,1.04E-07,50.87218603,61.78143241
5.16E-06,1.29E-07,78.13562001,66.45687074
6.03E-06,9.80E-08,48.57236842,100.7939734
5.70E-06,9.00E-08,55.48254368,107.7087984
4.43E-06,1.24E-07,36.97841361,55.93613115
4.42E-06,1.02E-07,23.80241143,62.659929
5.72E-06,1.18E-07,63.21589755,81.26759579
4.35E-06,1.17E-07,61.34661996,59.5759138
6.24E-06,1.09E-07,34.68998527,83.02155569
6.29E-06,1.14E-07,28.83104209,74.0835586
5.35E-06,9.83E-08,41.23164949,84.74478625
4.72E-06,1.19E-07,29.06543766,59.95986123
4.08E-06,1.18E-07,42.94979167,62.42292667
4.96E-06,1.22E-07,65.44806663,69.81499792
4.36E-06,1.00E-07,53.42505334,65.21480572
5.20E-06,8.61E-08,35.13536516,89.84020815
4.11E-06,9.51E-08,63.83762416,77.68416735
3.70E-06,9.07E-08,31.9251847,58.11154439
4.93E-06,1.43E-07,44.78592457,55.5554782
3.90E-06,9.26E-08,51.94037495,62.73798639
4.28E-06,1.11E-07,42.91402451,57.17744566
5.20E-06,9.37E-08,56.88390289,102.9920215
5.52E-06,8.82E-08,54.64578637,96.2708779
4.74E-06,8.63E-08,51.01647692,93.63073927
4.59E-06,1.19E-07,84.72359908,69.1080493
6.85E-06,1.12E-07,56.46916102,101.0598661
5.95E-06,1.08E-07,43.26049146,85.8765384
4.52E-06,1.06E-07,57.76633132,74.71739921
2.80E-06,8.27E-08,80.23868503,53.71742147
4.42E-06,1.07E-07,35.32707127,66.27302283
4.93E-06,9.70E-08,36.19432696,74.40068635
4.80E-06,8.51E-08,73.07405894,88.48212051
4.37E-06,7.97E-08,26.66028341,71.34169975
3.63E-06,1.31E-07,53.78702737,44.68963048
4.93E-06,5.13E-08,60.45606089,171.4055274
5.22E-06,9.25E-08,45.02598667,90.54875659
6.62E-06,7.03E-08,34.91736969,164.0666566
4.86E-06,9.70E-08,39.8894264,89.89052381
5.18E-06,7.73E-08,42.32369109,112.8291081
3.57E-06,9.00E-08,60.74236252,72.07922278
5.08E-06,9.34E-08,45.58208094,91.93643484
4.41E-06,1.26E-07,48.92033489,48.94113313
6.64E-06,8.58E-08,72.5226722,119.562681
4.96E-06,9.55E-08,36.91031346,78.16063835
6.81E-06,9.33E-08,51.20915625,120.2449563
4.35E-06,1.25E-07,51.69327314,58.21208521
4.65E-06,1.01E-07,44.07787459,68.84118974
2.89E-06,9.06E-08,63.13717311,59.54357231
5.86E-06,1.22E-07,69.02160017,86.22758019
5.17E-06,9.09E-08,59.64968105,86.84569032
5.79E-06,1.05E-07,43.91702202,92.94874374
6.35E-06,6.57E-08,50.65930286,146.5297047
7.65E-06,1.19E-07,58.12756841,106.0367982
5.72E-06,9.51E-08,42.1503027,87.8993023
6.37E-06,1.46E-07,48.09708909,74.89718254
7.29E-06,1.28E-07,46.83077819,84.43613919
4.21E-06,8.46E-08,54.42245998,81.40891583
5.00E-06,6.63E-08,63.82164723,128.763741
5.54E-06,5.17E-08,53.29440797,164.2145006
5.15E-06,1.05E-07,38.85811046,78.40245469
5.82E-06,1.10E-07,51.70252011,89.55716724
3.86E-06,9.47E-08,67.6806682,69.694605
3.33E-06,1.06E-07,63.1242209,53.05500357
4.69E-06,1.23E-07,52.3235146,63.45867402
5.11E-06,9.36E-08,55.00555105,81.87261795
5.64E-06,6.97E-08,66.20533071,141.5139462
5.87E-06,1.15E-07,55.90663013,80.37690157
4.40E-06,7.96E-08,77.68076874,105.9304267
2.74E-06,1.21E-07,53.47227081,33.41831025
6.01E-06,9.86E-08,52.35272979,99.59869727
5.53E-06,1.02E-07,34.56932032,86.34613331
4.22E-06,9.28E-08,78.13469807,84.87417392
4.89E-06,1.31E-07,70.60997068,66.40304736
5.37E-06,8.97E-08,55.4903747,99.30873541
4.61E-06,1.22E-07,67.72739064,69.72489318
4.00E-06,1.21E-07,38.33929169,51.18651798
4.82E-06,1.09E-07,32.11974947,67.90486087
4.64E-06,1.22E-07,62.11629587,68.10747697
4.09E-06,1.00E-07,61.01780664,67.85293793
6.16E-06,1.10E-07,48.18863319,84.55238234
5.03E-06,9.64E-08,40.44751486,76.2041615
5.26E-06,9.56E-08,57.19310301,98.474342
4.78E-06,1.22E-07,76.84563379,72.86648475
4.20E-06,1.37E-07,60.85588324,53.79258347
2.84E-06,8.01E-08,28.35187008,59.68787609
4.97E-06,7.04E-08,41.64754099,99.73652726
4.92E-06,9.33E-08,68.3851803,90.32649852
5.05E-06,1.03E-07,61.40443862,77.51296739
3.97E-06,8.77E-08,47.46417619,71.26338003
5.51E-06,1.18E-07,47.51396532,68.08365114
4.68E-06,7.71E-08,78.16343389,104.8458493
4.00E-06,1.20E-07,43.99910562,50.24672161
6.71E-06,1.06E-07,66.87692532,100.8413359
4.85E-06,9.83E-08,27.43128424,69.23180509
3.54E-06,8.98E-08,57.03366939,60.89556751
5.31E-06,7.22E-08,57.59470841,122.4882471
3.49E-06,1.06E-07,55.54904461,52.51694488
4.91E-06,1.15E-07,47.41753525,62.96005852
6.73E-06,1.11E-07,32.77254843,92.64605233
4.37E-06,1.16E-07,50.67077674,61.90341749
5.02E-06,1.24E-07,48.02199526,60.79205712
4.39E-06,1.24E-07,43.69791667,56.71729136
4.91E-06,1.49E-07,49.43566906,54.4573092
3.97E-06,1.22E-07,54.52113546,50.52024037
7.07E-06,7.88E-08,51.02435503,136.8663365
3.60E-06,1.00E-07,49.39979078,50.9131581
5.18E-06,7.65E-08,67.6398584,113.2989656
3.86E-06,1.02E-07,58.75572515,55.97227881
4.63E-06,7.74E-08,42.82949823,94.4941201
4.93E-06,4.68E-08,50.40803271,183.9594243
3.37E-06,7.88E-08,62.87896865,78.48248262
3.49E-06,1.04E-07,36.36822208,56.70071196
4.18E-06,1.12E-07,31.71663181,59.65088747
4.11E-06,7.22E-08,38.71874596,77.829567
3.75E-06,1.15E-07,50.51020052,47.28748694
5.08E-06,8.01E-08,55.19205745,99.25349409
4.52E-06,1.02E-07,51.84112203,66.7075198
7.39E-06,8.75E-08,24.4005833,120.0308953
5.91E-06,1.06E-07,51.9839437,89.80744324
7.64E-06,9.93E-08,47.14097413,122.1386637
4.48E-06,8.23E-08,60.355261,101.3805115
4.36E-06,9.65E-08,48.55525997,75.97440873
4.81E-06,1.16E-07,42.43081962,63.36297116
4.10E-06,9.69E-08,35.33334466,64.97349893
2.83E-06,9.57E-08,57.13788817,49.80082343
3.89E-06,6.90E-08,64.79658979,85.62163813
4.55E-06,1.14E-07,64.82551457,72.01981438
6.44E-06,1.00E-07,55.45127571,110.7131393
4.16E-06,9.31E-08,33.3260377,68.04124737
4.93E-06,9.89E-08,45.49509715,79.31129759
5.81E-06,1.05E-07,63.33668719,96.50146647
5.96E-06,9.28E-08,45.78658838,104.5484202
5.75E-06,1.03E-07,67.8384062,83.19575695
5.43E-06,1.48E-07,60.4616984,57.99598871
7.00E-06,1.25E-07,65.24771941,97.89665574
6.34E-06,9.46E-08,56.14009127,111.0560413
5.07E-06,9.03E-08,54.7211054,91.08803083
4.28E-06,8.69E-08,53.74546296,80.06397856
3.96E-06,1.34E-07,27.2599664,39.52124995
4.94E-06,8.10E-08,58.82080239,104.591876
6.69E-06,1.26E-07,43.7907113,74.76489789
4.92E-06,7.93E-08,51.9498273,114.2844807
3.22E-06,1.14E-07,77.80418193,47.86175348
4.70E-06,1.07E-07,43.84263432,76.7267224
6.68E-06,7.81E-08,59.64146813,137.3145043
4.32E-06,7.75E-08,51.76844946,90.23245412
4.79E-06,9.54E-08,38.78267613,78.04572859
5.97E-06,8.73E-08,38.61856561,101.0122349
3.80E-06,1.25E-07,57.01156372,45.06725021
3.78E-06,9.40E-08,29.92341568,57.60108293
6.08E-06,1.22E-07,53.03876799,79.85575868
5.26E-06,1.14E-07,65.03804681,73.50993999
3.89E-06,1.36E-07,54.15034662,44.90202272
4.79E-06,1.09E-07,72.45195911,74.1826296
4.22E-06,9.95E-08,65.58281897,71.51353145
6.00E-06,1.29E-07,45.67939158,71.57263082
5.19E-06,1.01E-07,34.42114594,84.49626677
3.90E-06,7.29E-08,61.37651432,84.68117123
6.11E-06,1.34E-07,46.65987714,74.70420442
5.56E-06,6.33E-08,49.54206283,157.9606799
5.42E-06,1.24E-07,37.56464684,66.61467744
4.36E-06,1.05E-07,53.17867761,63.88607957
5.58E-06,1.03E-07,54.75599887,90.61261009
4.92E-06,1.21E-07,45.89339022,67.18338534
5.52E-06,1.01E-07,51.99549381,93.15917101
5.85E-06,1.18E-07,52.79525366,76.0038031
5.61E-06,1.02E-07,58.59750093,86.44966882
6.04E-06,7.68E-08,44.62746489,121.0187841
5.27E-06,7.19E-08,53.95954986,129.6687268
6.71E-06,9.88E-08,46.34785073,109.665775
5.69E-06,1.02E-07,49.55701918,92.31124305
3.16E-06,1.47E-07,60.58273308,34.12115187
5.51E-06,8.19E-08,46.93761694,105.8590609
4.90E-06,1.04E-07,57.29549593,74.66913861
4.49E-06,9.72E-08,49.79789126,71.93966045
4.06E-06,1.13E-07,73.39377611,58.82335521
5.56E-06,9.07E-08,78.14728369,101.234385
3.24E-06,7.06E-08,60.15530371,74.7182794
4.52E-06,1.25E-07,48.69061768,54.15519491
4.14E-06,8.72E-08,45.94735555,77.68632593
4.54E-06,1.01E-07,75.75909831,81.7544343
5.35E-06,1.39E-07,64.73119326,61.65674779
4.66E-06,1.07E-07,35.12179242,67.26017972
5.11E-06,8.67E-08,45.56779876,95.58223125
5.69E-06,6.41E-08,41.49933843,119.2410033
5.56E-06,1.01E-07,40.45935674,87.51760878
5.19E-06,1.09E-07,39.88174639,69.32933535
5.76E-06,9.28E-08,42.4751273,96.39290909
5.14E-06,1.25E-07,60.36911803,69.0697613
5.11E-06,1.00E-07,51.76874775,78.49580855
4.92E-06,1.16E-07,39.76286798,63.9631701
6.14E-06,1.04E-07,48.27078546,99.16313444
4.35E-06,8.29E-08,64.34882022,93.75250798
5.29E-06,9.54E-08,45.50237901,82.18181073
4.84E-06,8.46E-08,37.94039797,89.54073806
4.03E-06,1.06E-07,64.22254625,59.85985224
3.92E-06,1.09E-07,42.82766351,63.92578129
5.53E-06,8.07E-08,48.04977963,108.944077
4.45E-06,7.84E-08,29.02235884,82.25122563
5.94E-06,9.81E-08,70.24066587,108.1860293
5.24E-06,7.65E-08,39.95180205,116.0535881
5.03E-06,9.27E-08,28.40896033,88.27873768
5.37E-06,5.27E-08,60.98203693,175.2635822
5.77E-06,9.30E-08,47.35662172,107.6895824
4.98E-06,1.09E-07,70.3393035,73.8122013
2.25E-06,9.02E-08,60.12714449,43.97294056
5.07E-06,9.95E-08,47.06403419,80.76362421
5.02E-06,1.06E-07,48.53213285,72.04248406
4.68E-06,8.88E-08,49.27780729,83.30498551
3.70E-06,8.44E-08,62.30123754,71.73569787
2.89E-06,1.38E-07,57.29166313,38.2372908
4.23E-06,1.30E-07,80.9746525,59.34333423
3.43E-06,1.21E-07,53.21479324,49.38465057
4.89E-06,9.84E-08,40.20917187,73.94607673
5.84E-06,7.48E-08,64.45804217,128.4501858
3.62E-06,7.75E-08,55.85681992,78.30459663
3.48E-06,1.29E-07,51.95217577,47.05963974
3.90E-06,1.29E-07,22.85395145,48.89890238
5.34E-06,1.13E-07,40.81441701,81.04716775
4.81E-06,1.09E-07,34.70028508,65.55778002
4.70E-06,1.09E-07,34.20363678,66.00605658
4.81E-06,6.83E-08,37.40755298,115.5717883
4.91E-06,9.21E-08,46.99384121,84.48833148
4.35E-06,1.02E-07,54.60388451,76.6504761
4.23E-06,8.24E-08,39.73250247,78.07229798
4.60E-06,5.63E-08,58.98269712,120.3562674
4.32E-06,1.06E-07,44.94718904,66.84521688
7.43E-06,1.26E-07,63.10968091,103.1270367
5.66E-06,9.79E-08,63.2268334,97.03964888
4.15E-06,5.38E-08,51.63137841,127.4763038
3.82E-06,1.16E-07,57.75079211,54.20965359
4.67E-06,8.90E-08,39.23705099,79.63640555
3.64E-06,7.21E-08,40.97543304,80.90226432
6.36E-06,6.82E-08,48.3735917,125.8370541
5.32E-06,9.68E-08,54.66423758,97.94868781
5.29E-06,1.20E-07,34.85871812,65.91447752
4.50E-06,9.76E-08,64.51509658,85.30889792
6.56E-06,8.39E-08,59.72967921,141.2382384
4.47E-06,1.46E-07,46.89206212,49.25017384
5.48E-06,1.24E-07,35.78138559,73.19576029
5.39E-06,9.08E-08,41.31988425,93.76703068
3.02E-06,1.22E-07,45.4204989,39.60638823
4.88E-06,9.64E-08,52.6787315,86.01658912
6.61E-06,2.00E-08,56.71123197,486.2722585
6.21E-06,1.20E-07,44.23844311,69.37720963
4.28E-06,1.10E-07,24.08421302,62.49799765
6.44E-06,8.03E-08,51.45393699,129.1469928
5.35E-06,1.32E-07,45.94122714,65.2685217
6.12E-06,1.14E-07,70.45211518,87.1580667
6.91E-06,1.11E-07,37.69469562,95.29365326
5.13E-06,9.39E-08,50.57000931,89.31300263
5.28E-06,1.10E-07,58.30506111,78.38089715
4.46E-06,1.16E-07,62.84476116,64.79855355
5.43E-06,1.09E-07,39.00985647,77.73674101
5.82E-06,9.29E-08,50.76405901,110.2024681
5.50E-06,8.14E-08,57.06868993,105.1947242
6.88E-06,1.02E-07,61.62776386,112.9033766
3.58E-06,1.44E-07,55.96291441,42.18492322
3.95E-06,1.08E-07,40.98941061,56.1102585
5.22E-06,9.42E-08,38.92167725,87.67749684
5.01E-06,1.09E-07,32.10247295,71.30362235
5.76E-06,1.35E-07,42.82472592,63.99139309
5.34E-06,9.60E-08,60.25018442,90.12688346
4.56E-06,8.97E-08,50.90511234,81.06156693
3.87E-06,1.09E-07,65.61204786,62.75819845
3.38E-06,9.44E-08,68.99425665,61.37929333
5.38E-06,1.21E-07,42.78968488,63.59053764
3.80E-06,1.22E-07,50.93514547,57.07481787
5.48E-06,8.48E-08,35.19156058,102.6880948
6.02E-06,6.10E-08,58.52442612,182.5578089
4.63E-06,1.19E-07,51.12258007,56.54158268
5.25E-06,1.03E-07,52.50514385,83.62354491
5.75E-06,1.36E-07,29.69987,60.11214531
5.42E-06,1.00E-07,72.40611068,87.5842518
5.00E-06,1.18E-07,42.55596165,69.13566878
5.35E-06,1.03E-07,53.16014432,75.58261653
5.69E-06,9.75E-08,39.15923936,100.0712119
2.20E-06,9.31E-08,33.38091082,35.2810565
2.84E-06,8.74E-08,80.86915039,64.70356774
5.75E-06,9.36E-08,61.04406089,97.29912714
3.63E-06,1.13E-07,40.25079378,54.93059809
3.70E-06,1.22E-07,67.41863905,53.16938449
4.94E-06,1.04E-07,45.92645988,81.97435621
5.04E-06,1.01E-07,52.63321258,88.54338185
5.42E-06,1.05E-07,46.42735815,83.52857066
4.30E-06,9.05E-08,55.75240771,82.31215763
5.75E-06,8.85E-08,41.8654535,89.69345372
3.82E-06,7.34E-08,38.02140917,73.22759282
4.60E-06,7.38E-08,39.15008905,88.0082744
3.65E-06,8.46E-08,39.12324393,70.83757527
5.21E-06,7.37E-08,71.78119151,112.7994969
3.69E-06,8.03E-08,39.61995573,71.86816134
4.95E-06,1.11E-07,78.49276306,82.68721891
5.83E-06,9.50E-08,57.42118579,102.0099687
4.81E-06,1.19E-07,48.91462906,65.39912924
4.38E-06,8.59E-08,48.24862229,72.47317575
5.30E-06,9.28E-08,56.89887834,84.23054521
4.69E-06,8.55E-08,46.92588785,90.98493418
4.88E-06,1.16E-07,45.51891022,63.45817814
3.63E-06,5.04E-08,23.56993997,110.7448249
3.16E-06,1.16E-07,25.38809067,45.33897492
4.85E-06,1.03E-07,44.31306773,74.01651928
4.93E-06,9.33E-08,62.01299611,88.74669807
5.12E-06,8.32E-08,28.60445823,100.166242
5.71E-06,8.74E-08,55.96474536,104.8528209
4.64E-06,9.19E-08,47.97924722,76.05576647
4.66E-06,9.00E-08,55.215787,85.46384415
6.17E-06,9.01E-08,34.02827836,112.6064697
4.36E-06,9.72E-08,71.2373217,71.46852307
5.56E-06,1.17E-07,74.95764613,76.83695958
5.96E-06,8.19E-08,46.83829306,112.9515532
7.16E-06,9.83E-08,61.60306488,117.7870567
3.60E-06,9.58E-08,67.13555531,68.50621398
7.27E-06,8.97E-08,36.69720509,130.6982558
5.47E-06,1.22E-07,44.4848318,67.50650465
3.83E-06,1.09E-07,53.31611164,64.56952968
4.48E-06,7.36E-08,50.08350943,94.57635715
4.31E-06,8.71E-08,60.3922568,83.60814673
8.02E-06,8.47E-08,42.17665134,156.8929025
4.71E-06,1.11E-07,78.81023175,78.95823918
4.97E-06,7.32E-08,44.79610198,106.7349525
4.54E-06,1.03E-07,57.82005579,73.62515719
4.64E-06,7.10E-08,56.89182815,117.1568599
6.21E-06,1.00E-07,53.68067463,95.25608011
3.82E-06,7.06E-08,51.0929149,89.26443237
4.76E-06,8.62E-08,63.07900115,95.37836126
5.90E-06,1.01E-07,67.49041087,94.23140861
5.27E-06,8.08E-08,29.31572378,104.1112794
